  n         t(n)
25000	 3.177884
50000	 12.494016
75000	 29.038608
100000	 50.569262
125000	 80.957913
150000	 116.270985
175000	 158.212005
200000	 207.130153
225000	 264.368281
250000	 326.344256
275000	 395.240936
300000	 467.449335
325000	 552.983633
350000	 637.450043
375000	 735.465946
400000	 835.602250
100	 0.000173
200	 0.001122
300	 0.000802
400	 0.001439
500	 0.002252
600	 0.003262
700	 0.004415
800	 0.005620
900	 0.007893
1000	 0.011044
