"Idade","Sexo","CodTempo","Tempo","CodEspazo","Espazo","DatoN","DatoT"
"0","Homes",1998,"1998","15","15 A Coruña",3010,"3.010"
"0","Homes",1998,"1998","27","27 Lugo",913,"913"
"0","Homes",1998,"1998","32","32 Ourense",897,"897"
"0","Homes",1998,"1998","36","36 Pontevedra",2921,"2.921"
"0","Homes",1999,"1999","15","15 A Coruña",3604,"3.604"
"0","Homes",1999,"1999","27","27 Lugo",945,"945"
"0","Homes",1999,"1999","32","32 Ourense",859,"859"
"0","Homes",1999,"1999","36","36 Pontevedra",2602,"2.602"
"0","Homes",2000,"2000","15","15 A Coruña",3127,"3.127"
"0","Homes",2000,"2000","27","27 Lugo",845,"845"
"0","Homes",2000,"2000","32","32 Ourense",890,"890"
"0","Homes",2000,"2000","36","36 Pontevedra",2988,"2.988"
"0","Homes",2001,"2001","15","15 A Coruña",2910,"2.910"
"0","Homes",2001,"2001","27","27 Lugo",906,"906"
"0","Homes",2001,"2001","32","32 Ourense",874,"874"
"0","Homes",2001,"2001","36","36 Pontevedra",3025,"3.025"
"0","Homes",2002,"2002","15","15 A Coruña",3733,"3.733"
"0","Homes",2002,"2002","27","27 Lugo",852,"852"
"0","Homes",2002,"2002","32","32 Ourense",857,"857"
"0","Homes",2002,"2002","36","36 Pontevedra",3454,"3.454"
"0","Homes",2003,"2003","15","15 A Coruña",3686,"3.686"
"0","Homes",2003,"2003","27","27 Lugo",923,"923"
"0","Homes",2003,"2003","32","32 Ourense",859,"859"
"0","Homes",2003,"2003","36","36 Pontevedra",3553,"3.553"
"0","Homes",2004,"2004","15","15 A Coruña",3968,"3.968"
"0","Homes",2004,"2004","27","27 Lugo",921,"921"
"0","Homes",2004,"2004","32","32 Ourense",1023,"1023"
"0","Homes",2004,"2004","36","36 Pontevedra",3825,"3.825"
"0","Homes",2005,"2005","15","15 A Coruña",4078,"4.078"
"0","Homes",2005,"2005","27","27 Lugo",980,"980"
"0","Homes",2005,"2005","32","32 Ourense",951,"951"
"0","Homes",2005,"2005","36","36 Pontevedra",3821,"3.821"
"0","Homes",2006,"2006","15","15 A Coruña",4090,"4.090"
"0","Homes",2006,"2006","27","27 Lugo",1030,"1.030"
"0","Homes",2006,"2006","32","32 Ourense",999,"999"
"0","Homes",2006,"2006","36","36 Pontevedra",3988,"3.988"
"0","Homes",2007,"2007","15","15 A Coruña",4239,"4.239"
"0","Homes",2007,"2007","27","27 Lugo",994,"994"
"0","Homes",2007,"2007","32","32 Ourense",1029,"1.029"
"0","Homes",2007,"2007","36","36 Pontevedra",4110,"4.110"
"0","Homes",2008,"2008","15","15 A Coruña",4314,"4.314"
"0","Homes",2008,"2008","27","27 Lugo",1095,"1.095"
"0","Homes",2008,"2008","32","32 Ourense",973,"973"
"0","Homes",2008,"2008","36","36 Pontevedra",4148,"4.148"
"0","Homes",2009,"2009","15","15 A Coruña",4689,"4.689"
"0","Homes",2009,"2009","27","27 Lugo",1093,"1.093"
"0","Homes",2009,"2009","32","32 Ourense",1045,"1.045"
"0","Homes",2009,"2009","36","36 Pontevedra",4379,"4.379"
"0","Homes",2010,"2010","15","15 A Coruña",4530,"4.530"
"0","Homes",2010,"2010","27","27 Lugo",1126,"1.126"
"0","Homes",2010,"2010","32","32 Ourense",1035,"1.035"
"0","Homes",2010,"2010","36","36 Pontevedra",4121,"4.121"
"0","Homes",2011,"2011","15","15 A Coruña",4557,"4.557"
"0","Homes",2011,"2011","27","27 Lugo",1086,"1.086"
"0","Homes",2011,"2011","32","32 Ourense",1036,"1.036"
"0","Homes",2011,"2011","36","36 Pontevedra",4113,"4.113"
"0","Homes",2012,"2012","15","15 A Coruña",4628,"4.628"
"0","Homes",2012,"2012","27","27 Lugo",1124,"1.124"
"0","Homes",2012,"2012","32","32 Ourense",953,"953"
"0","Homes",2012,"2012","36","36 Pontevedra",3960,"3.960"
"0","Homes",2013,"2013","15","15 A Coruña",4410,"4.410"
"0","Homes",2013,"2013","27","27 Lugo",1140,"1.140"
"0","Homes",2013,"2013","32","32 Ourense",1025,"1.025"
"0","Homes",2013,"2013","36","36 Pontevedra",3889,"3.889"
"0","Homes",2014,"2014","15","15 A Coruña",4119,"4.119"
"0","Homes",2014,"2014","27","27 Lugo",1024,"1.024"
"0","Homes",2014,"2014","32","32 Ourense",949,"949"
"0","Homes",2014,"2014","36","36 Pontevedra",3576,"3.576"
"0","Homes",2015,"2015","15","15 A Coruña",4097,"4.097"
"0","Homes",2015,"2015","27","27 Lugo",1096,"1.096"
"0","Homes",2015,"2015","32","32 Ourense",929,"929"
"0","Homes",2015,"2015","36","36 Pontevedra",3665,"3.665"
"0","Homes",2016,"2016","15","15 A Coruña",4138,"4.138"
"0","Homes",2016,"2016","27","27 Lugo",1101,"1.101"
"0","Homes",2016,"2016","32","32 Ourense",921,"921"
"0","Homes",2016,"2016","36","36 Pontevedra",3494,"3.494"
"0","Homes",2017,"2017","15","15 A Coruña",4229,"4.229"
"0","Homes",2017,"2017","27","27 Lugo",1041,"1.041"
"0","Homes",2017,"2017","32","32 Ourense",952,"952"
"0","Homes",2017,"2017","36","36 Pontevedra",3492,"3.492"
"0","Homes",2018,"2018","15","15 A Coruña",3963,"3.963"
"0","Homes",2018,"2018","27","27 Lugo",1032,"1.032"
"0","Homes",2018,"2018","32","32 Ourense",881,"881"
"0","Homes",2018,"2018","36","36 Pontevedra",3558,"3.558"
"0","Homes",2019,"2019","15","15 A Coruña",3715,"3.715"
"0","Homes",2019,"2019","27","27 Lugo",973,"973"
"0","Homes",2019,"2019","32","32 Ourense",761,"761"
"0","Homes",2019,"2019","36","36 Pontevedra",3078,"3.078"
"0","Homes",2020,"2020","15","15 A Coruña",3344,"3.344"
"0","Homes",2020,"2020","27","27 Lugo",895,"895"
"0","Homes",2020,"2020","32","32 Ourense",757,"757"
"0","Homes",2020,"2020","36","36 Pontevedra",2987,"2.987"
"0","Homes",2021,"2021","15","15 A Coruña",3226,"3.226"
"0","Homes",2021,"2021","27","27 Lugo",818,"818"
"0","Homes",2021,"2021","32","32 Ourense",791,"791"
"0","Homes",2021,"2021","36","36 Pontevedra",2778,"2.778"
"0","Mulleres",1998,"1998","15","15 A Coruña",2639,"2.639"
"0","Mulleres",1998,"1998","27","27 Lugo",825,"825"
"0","Mulleres",1998,"1998","32","32 Ourense",830,"830"
"0","Mulleres",1998,"1998","36","36 Pontevedra",2824,"2.824"
"0","Mulleres",1999,"1999","15","15 A Coruña",3305,"3.305"
"0","Mulleres",1999,"1999","27","27 Lugo",927,"927"
"0","Mulleres",1999,"1999","32","32 Ourense",842,"842"
"0","Mulleres",1999,"1999","36","36 Pontevedra",2290,"2.290"
"0","Mulleres",2000,"2000","15","15 A Coruña",3015,"3.015"
"0","Mulleres",2000,"2000","27","27 Lugo",756,"756"
"0","Mulleres",2000,"2000","32","32 Ourense",829,"829"
"0","Mulleres",2000,"2000","36","36 Pontevedra",2799,"2.799"
"0","Mulleres",2001,"2001","15","15 A Coruña",2719,"2.719"
"0","Mulleres",2001,"2001","27","27 Lugo",887,"887"
"0","Mulleres",2001,"2001","32","32 Ourense",820,"820"
"0","Mulleres",2001,"2001","36","36 Pontevedra",2860,"2.860"
"0","Mulleres",2002,"2002","15","15 A Coruña",3612,"3.612"
"0","Mulleres",2002,"2002","27","27 Lugo",813,"813"
"0","Mulleres",2002,"2002","32","32 Ourense",835,"835"
"0","Mulleres",2002,"2002","36","36 Pontevedra",3174,"3.174"
"0","Mulleres",2003,"2003","15","15 A Coruña",3570,"3.570"
"0","Mulleres",2003,"2003","27","27 Lugo",834,"834"
"0","Mulleres",2003,"2003","32","32 Ourense",807,"807"
"0","Mulleres",2003,"2003","36","36 Pontevedra",3261,"3.261"
"0","Mulleres",2004,"2004","15","15 A Coruña",3695,"3.695"
"0","Mulleres",2004,"2004","27","27 Lugo",914,"914"
"0","Mulleres",2004,"2004","32","32 Ourense",899,"899"
"0","Mulleres",2004,"2004","36","36 Pontevedra",3436,"3.436"
"0","Mulleres",2005,"2005","15","15 A Coruña",3746,"3.746"
"0","Mulleres",2005,"2005","27","27 Lugo",912,"912"
"0","Mulleres",2005,"2005","32","32 Ourense",878,"878"
"0","Mulleres",2005,"2005","36","36 Pontevedra",3531,"3.531"
"0","Mulleres",2006,"2006","15","15 A Coruña",3915,"3.915"
"0","Mulleres",2006,"2006","27","27 Lugo",947,"947"
"0","Mulleres",2006,"2006","32","32 Ourense",908,"908"
"0","Mulleres",2006,"2006","36","36 Pontevedra",3682,"3.682"
"0","Mulleres",2007,"2007","15","15 A Coruña",3955,"3.955"
"0","Mulleres",2007,"2007","27","27 Lugo",884,"884"
"0","Mulleres",2007,"2007","32","32 Ourense",956,"956"
"0","Mulleres",2007,"2007","36","36 Pontevedra",3754,"3.754"
"0","Mulleres",2008,"2008","15","15 A Coruña",4027,"4.027"
"0","Mulleres",2008,"2008","27","27 Lugo",1078,"1.078"
"0","Mulleres",2008,"2008","32","32 Ourense",946,"946"
"0","Mulleres",2008,"2008","36","36 Pontevedra",3702,"3.702"
"0","Mulleres",2009,"2009","15","15 A Coruña",4309,"4.309"
"0","Mulleres",2009,"2009","27","27 Lugo",1053,"1.053"
"0","Mulleres",2009,"2009","32","32 Ourense",1008,"1.008"
"0","Mulleres",2009,"2009","36","36 Pontevedra",3968,"3.968"
"0","Mulleres",2010,"2010","15","15 A Coruña",4243,"4.243"
"0","Mulleres",2010,"2010","27","27 Lugo",1124,"1.124"
"0","Mulleres",2010,"2010","32","32 Ourense",900,"900"
"0","Mulleres",2010,"2010","36","36 Pontevedra",3804,"3.804"
"0","Mulleres",2011,"2011","15","15 A Coruña",4271,"4.271"
"0","Mulleres",2011,"2011","27","27 Lugo",1028,"1.028"
"0","Mulleres",2011,"2011","32","32 Ourense",909,"909"
"0","Mulleres",2011,"2011","36","36 Pontevedra",3634,"3.634"
"0","Mulleres",2012,"2012","15","15 A Coruña",4211,"4.211"
"0","Mulleres",2012,"2012","27","27 Lugo",1040,"1.040"
"0","Mulleres",2012,"2012","32","32 Ourense",879,"879"
"0","Mulleres",2012,"2012","36","36 Pontevedra",3677,"3.677"
"0","Mulleres",2013,"2013","15","15 A Coruña",3981,"3.981"
"0","Mulleres",2013,"2013","27","27 Lugo",1107,"1.107"
"0","Mulleres",2013,"2013","32","32 Ourense",927,"927"
"0","Mulleres",2013,"2013","36","36 Pontevedra",3567,"3.567"
"0","Mulleres",2014,"2014","15","15 A Coruña",3999,"3.999"
"0","Mulleres",2014,"2014","27","27 Lugo",1066,"1.066"
"0","Mulleres",2014,"2014","32","32 Ourense",871,"871"
"0","Mulleres",2014,"2014","36","36 Pontevedra",3344,"3.344"
"0","Mulleres",2015,"2015","15","15 A Coruña",3765,"3.765"
"0","Mulleres",2015,"2015","27","27 Lugo",1027,"1.027"
"0","Mulleres",2015,"2015","32","32 Ourense",865,"865"
"0","Mulleres",2015,"2015","36","36 Pontevedra",3346,"3.346"
"0","Mulleres",2016,"2016","15","15 A Coruña",3940,"3.940"
"0","Mulleres",2016,"2016","27","27 Lugo",1021,"1.021"
"0","Mulleres",2016,"2016","32","32 Ourense",891,"891"
"0","Mulleres",2016,"2016","36","36 Pontevedra",3202,"3.202"
"0","Mulleres",2017,"2017","15","15 A Coruña",4109,"4.109"
"0","Mulleres",2017,"2017","27","27 Lugo",1048,"1.048"
"0","Mulleres",2017,"2017","32","32 Ourense",838,"838"
"0","Mulleres",2017,"2017","36","36 Pontevedra",3236,"3.236"
"0","Mulleres",2018,"2018","15","15 A Coruña",3780,"3.780"
"0","Mulleres",2018,"2018","27","27 Lugo",1053,"1.053"
"0","Mulleres",2018,"2018","32","32 Ourense",824,"824"
"0","Mulleres",2018,"2018","36","36 Pontevedra",3296,"3.296"
"0","Mulleres",2019,"2019","15","15 A Coruña",3424,"3.424"
"0","Mulleres",2019,"2019","27","27 Lugo",1011,"1.011"
"0","Mulleres",2019,"2019","32","32 Ourense",753,"753"
"0","Mulleres",2019,"2019","36","36 Pontevedra",2852,"2.852"
"0","Mulleres",2020,"2020","15","15 A Coruña",3149,"3.149"
"0","Mulleres",2020,"2020","27","27 Lugo",787,"787"
"0","Mulleres",2020,"2020","32","32 Ourense",692,"692"
"0","Mulleres",2020,"2020","36","36 Pontevedra",2702,"2.702"
"0","Mulleres",2021,"2021","15","15 A Coruña",3080,"3.080"
"0","Mulleres",2021,"2021","27","27 Lugo",816,"816"
"0","Mulleres",2021,"2021","32","32 Ourense",680,"680"
"0","Mulleres",2021,"2021","36","36 Pontevedra",2802,"2.802"
"1","Homes",1998,"1998","15","15 A Coruña",3540,"3.540"
"1","Homes",1998,"1998","27","27 Lugo",922,"922"
"1","Homes",1998,"1998","32","32 Ourense",941,"941"
"1","Homes",1998,"1998","36","36 Pontevedra",3196,"3.196"
"1","Homes",1999,"1999","15","15 A Coruña",3685,"3.685"
"1","Homes",1999,"1999","27","27 Lugo",962,"962"
"1","Homes",1999,"1999","32","32 Ourense",928,"928"
"1","Homes",1999,"1999","36","36 Pontevedra",3385,"3.385"
"1","Homes",2000,"2000","15","15 A Coruña",3701,"3.701"
"1","Homes",2000,"2000","27","27 Lugo",964,"964"
"1","Homes",2000,"2000","32","32 Ourense",889,"889"
"1","Homes",2000,"2000","36","36 Pontevedra",2682,"2.682"
"1","Homes",2001,"2001","15","15 A Coruña",3174,"3.174"
"1","Homes",2001,"2001","27","27 Lugo",887,"887"
"1","Homes",2001,"2001","32","32 Ourense",934,"934"
"1","Homes",2001,"2001","36","36 Pontevedra",3254,"3.254"
"1","Homes",2002,"2002","15","15 A Coruña",3741,"3.741"
"1","Homes",2002,"2002","27","27 Lugo",931,"931"
"1","Homes",2002,"2002","32","32 Ourense",935,"935"
"1","Homes",2002,"2002","36","36 Pontevedra",3393,"3.393"
"1","Homes",2003,"2003","15","15 A Coruña",4031,"4.031"
"1","Homes",2003,"2003","27","27 Lugo",912,"912"
"1","Homes",2003,"2003","32","32 Ourense",898,"898"
"1","Homes",2003,"2003","36","36 Pontevedra",3799,"3.799"
"1","Homes",2004,"2004","15","15 A Coruña",3874,"3.874"
"1","Homes",2004,"2004","27","27 Lugo",999,"999"
"1","Homes",2004,"2004","32","32 Ourense",913,"913"
"1","Homes",2004,"2004","36","36 Pontevedra",3768,"3.768"
"1","Homes",2005,"2005","15","15 A Coruña",4282,"4.282"
"1","Homes",2005,"2005","27","27 Lugo",1007,"1.007"
"1","Homes",2005,"2005","32","32 Ourense",1069,"1.069"
"1","Homes",2005,"2005","36","36 Pontevedra",4139,"4.139"
"1","Homes",2006,"2006","15","15 A Coruña",4424,"4.424"
"1","Homes",2006,"2006","27","27 Lugo",1043,"1.043"
"1","Homes",2006,"2006","32","32 Ourense",1013,"1.013"
"1","Homes",2006,"2006","36","36 Pontevedra",4167,"4.167"
"1","Homes",2007,"2007","15","15 A Coruña",4565,"4.565"
"1","Homes",2007,"2007","27","27 Lugo",1079,"1.079"
"1","Homes",2007,"2007","32","32 Ourense",1034,"1.034"
"1","Homes",2007,"2007","36","36 Pontevedra",4291,"4.291"
"1","Homes",2008,"2008","15","15 A Coruña",4670,"4.670"
"1","Homes",2008,"2008","27","27 Lugo",1108,"1.108"
"1","Homes",2008,"2008","32","32 Ourense",1086,"1.086"
"1","Homes",2008,"2008","36","36 Pontevedra",4352,"4.352"
"1","Homes",2009,"2009","15","15 A Coruña",4683,"4.683"
"1","Homes",2009,"2009","27","27 Lugo",1129,"1.129"
"1","Homes",2009,"2009","32","32 Ourense",1072,"1.072"
"1","Homes",2009,"2009","36","36 Pontevedra",4490,"4.490"
"1","Homes",2010,"2010","15","15 A Coruña",5124,"5.124"
"1","Homes",2010,"2010","27","27 Lugo",1149,"1.149"
"1","Homes",2010,"2010","32","32 Ourense",1099,"1.099"
"1","Homes",2010,"2010","36","36 Pontevedra",4648,"4.648"
"1","Homes",2011,"2011","15","15 A Coruña",4908,"4.908"
"1","Homes",2011,"2011","27","27 Lugo",1162,"1.162"
"1","Homes",2011,"2011","32","32 Ourense",1124,"1.124"
"1","Homes",2011,"2011","36","36 Pontevedra",4472,"4.472"
"1","Homes",2012,"2012","15","15 A Coruña",4821,"4.821"
"1","Homes",2012,"2012","27","27 Lugo",1144,"1.144"
"1","Homes",2012,"2012","32","32 Ourense",1116,"1.116"
"1","Homes",2012,"2012","36","36 Pontevedra",4405,"4.405"
"1","Homes",2013,"2013","15","15 A Coruña",4799,"4.799"
"1","Homes",2013,"2013","27","27 Lugo",1153,"1.153"
"1","Homes",2013,"2013","32","32 Ourense",1043,"1.043"
"1","Homes",2013,"2013","36","36 Pontevedra",4164,"4.164"
"1","Homes",2014,"2014","15","15 A Coruña",4662,"4.662"
"1","Homes",2014,"2014","27","27 Lugo",1148,"1.148"
"1","Homes",2014,"2014","32","32 Ourense",1025,"1.025"
"1","Homes",2014,"2014","36","36 Pontevedra",4042,"4.042"
"1","Homes",2015,"2015","15","15 A Coruña",4277,"4.277"
"1","Homes",2015,"2015","27","27 Lugo",1042,"1.042"
"1","Homes",2015,"2015","32","32 Ourense",964,"964"
"1","Homes",2015,"2015","36","36 Pontevedra",3743,"3.743"
"1","Homes",2016,"2016","15","15 A Coruña",4285,"4.285"
"1","Homes",2016,"2016","27","27 Lugo",1114,"1.114"
"1","Homes",2016,"2016","32","32 Ourense",987,"987"
"1","Homes",2016,"2016","36","36 Pontevedra",3836,"3.836"
"1","Homes",2017,"2017","15","15 A Coruña",4305,"4.305"
"1","Homes",2017,"2017","27","27 Lugo",1140,"1.140"
"1","Homes",2017,"2017","32","32 Ourense",955,"955"
"1","Homes",2017,"2017","36","36 Pontevedra",3637,"3.637"
"1","Homes",2018,"2018","15","15 A Coruña",4294,"4.294"
"1","Homes",2018,"2018","27","27 Lugo",1061,"1.061"
"1","Homes",2018,"2018","32","32 Ourense",963,"963"
"1","Homes",2018,"2018","36","36 Pontevedra",3584,"3.584"
"1","Homes",2019,"2019","15","15 A Coruña",4060,"4.060"
"1","Homes",2019,"2019","27","27 Lugo",1059,"1.059"
"1","Homes",2019,"2019","32","32 Ourense",889,"889"
"1","Homes",2019,"2019","36","36 Pontevedra",3641,"3.641"
"1","Homes",2020,"2020","15","15 A Coruña",3817,"3.817"
"1","Homes",2020,"2020","27","27 Lugo",995,"995"
"1","Homes",2020,"2020","32","32 Ourense",774,"774"
"1","Homes",2020,"2020","36","36 Pontevedra",3174,"3.174"
"1","Homes",2021,"2021","15","15 A Coruña",3443,"3.443"
"1","Homes",2021,"2021","27","27 Lugo",914,"914"
"1","Homes",2021,"2021","32","32 Ourense",781,"781"
"1","Homes",2021,"2021","36","36 Pontevedra",3119,"3.119"
"1","Mulleres",1998,"1998","15","15 A Coruña",3327,"3.327"
"1","Mulleres",1998,"1998","27","27 Lugo",890,"890"
"1","Mulleres",1998,"1998","32","32 Ourense",847,"847"
"1","Mulleres",1998,"1998","36","36 Pontevedra",3076,"3.076"
"1","Mulleres",1999,"1999","15","15 A Coruña",3278,"3.278"
"1","Mulleres",1999,"1999","27","27 Lugo",857,"857"
"1","Mulleres",1999,"1999","32","32 Ourense",845,"845"
"1","Mulleres",1999,"1999","36","36 Pontevedra",3174,"3.174"
"1","Mulleres",2000,"2000","15","15 A Coruña",3391,"3.391"
"1","Mulleres",2000,"2000","27","27 Lugo",936,"936"
"1","Mulleres",2000,"2000","32","32 Ourense",881,"881"
"1","Mulleres",2000,"2000","36","36 Pontevedra",2409,"2.409"
"1","Mulleres",2001,"2001","15","15 A Coruña",3052,"3.052"
"1","Mulleres",2001,"2001","27","27 Lugo",804,"804"
"1","Mulleres",2001,"2001","32","32 Ourense",842,"842"
"1","Mulleres",2001,"2001","36","36 Pontevedra",3035,"3.035"
"1","Mulleres",2002,"2002","15","15 A Coruña",3461,"3.461"
"1","Mulleres",2002,"2002","27","27 Lugo",945,"945"
"1","Mulleres",2002,"2002","32","32 Ourense",853,"853"
"1","Mulleres",2002,"2002","36","36 Pontevedra",3177,"3.177"
"1","Mulleres",2003,"2003","15","15 A Coruña",3876,"3.876"
"1","Mulleres",2003,"2003","27","27 Lugo",870,"870"
"1","Mulleres",2003,"2003","32","32 Ourense",876,"876"
"1","Mulleres",2003,"2003","36","36 Pontevedra",3444,"3.444"
"1","Mulleres",2004,"2004","15","15 A Coruña",3772,"3.772"
"1","Mulleres",2004,"2004","27","27 Lugo",888,"888"
"1","Mulleres",2004,"2004","32","32 Ourense",851,"851"
"1","Mulleres",2004,"2004","36","36 Pontevedra",3451,"3.451"
"1","Mulleres",2005,"2005","15","15 A Coruña",4028,"4.028"
"1","Mulleres",2005,"2005","27","27 Lugo",1004,"1.004"
"1","Mulleres",2005,"2005","32","32 Ourense",963,"963"
"1","Mulleres",2005,"2005","36","36 Pontevedra",3745,"3.745"
"1","Mulleres",2006,"2006","15","15 A Coruña",4075,"4.075"
"1","Mulleres",2006,"2006","27","27 Lugo",964,"964"
"1","Mulleres",2006,"2006","32","32 Ourense",939,"939"
"1","Mulleres",2006,"2006","36","36 Pontevedra",3919,"3.919"
"1","Mulleres",2007,"2007","15","15 A Coruña",4328,"4.328"
"1","Mulleres",2007,"2007","27","27 Lugo",1006,"1.006"
"1","Mulleres",2007,"2007","32","32 Ourense",945,"945"
"1","Mulleres",2007,"2007","36","36 Pontevedra",3997,"3.997"
"1","Mulleres",2008,"2008","15","15 A Coruña",4370,"4.370"
"1","Mulleres",2008,"2008","27","27 Lugo",977,"977"
"1","Mulleres",2008,"2008","32","32 Ourense",992,"992"
"1","Mulleres",2008,"2008","36","36 Pontevedra",3978,"3.978"
"1","Mulleres",2009,"2009","15","15 A Coruña",4371,"4.371"
"1","Mulleres",2009,"2009","27","27 Lugo",1120,"1.120"
"1","Mulleres",2009,"2009","32","32 Ourense",1051,"1.051"
"1","Mulleres",2009,"2009","36","36 Pontevedra",4089,"4.089"
"1","Mulleres",2010,"2010","15","15 A Coruña",4718,"4.718"
"1","Mulleres",2010,"2010","27","27 Lugo",1123,"1.123"
"1","Mulleres",2010,"2010","32","32 Ourense",1087,"1.087"
"1","Mulleres",2010,"2010","36","36 Pontevedra",4328,"4.328"
"1","Mulleres",2011,"2011","15","15 A Coruña",4643,"4.643"
"1","Mulleres",2011,"2011","27","27 Lugo",1161,"1.161"
"1","Mulleres",2011,"2011","32","32 Ourense",975,"975"
"1","Mulleres",2011,"2011","36","36 Pontevedra",4147,"4.147"
"1","Mulleres",2012,"2012","15","15 A Coruña",4543,"4.543"
"1","Mulleres",2012,"2012","27","27 Lugo",1083,"1.083"
"1","Mulleres",2012,"2012","32","32 Ourense",980,"980"
"1","Mulleres",2012,"2012","36","36 Pontevedra",3932,"3.932"
"1","Mulleres",2013,"2013","15","15 A Coruña",4402,"4.402"
"1","Mulleres",2013,"2013","27","27 Lugo",1065,"1.065"
"1","Mulleres",2013,"2013","32","32 Ourense",976,"976"
"1","Mulleres",2013,"2013","36","36 Pontevedra",3895,"3.895"
"1","Mulleres",2014,"2014","15","15 A Coruña",4219,"4.219"
"1","Mulleres",2014,"2014","27","27 Lugo",1096,"1.096"
"1","Mulleres",2014,"2014","32","32 Ourense",953,"953"
"1","Mulleres",2014,"2014","36","36 Pontevedra",3743,"3.743"
"1","Mulleres",2015,"2015","15","15 A Coruña",4144,"4.144"
"1","Mulleres",2015,"2015","27","27 Lugo",1077,"1.077"
"1","Mulleres",2015,"2015","32","32 Ourense",913,"913"
"1","Mulleres",2015,"2015","36","36 Pontevedra",3501,"3.501"
"1","Mulleres",2016,"2016","15","15 A Coruña",3893,"3.893"
"1","Mulleres",2016,"2016","27","27 Lugo",1065,"1.065"
"1","Mulleres",2016,"2016","32","32 Ourense",902,"902"
"1","Mulleres",2016,"2016","36","36 Pontevedra",3505,"3.505"
"1","Mulleres",2017,"2017","15","15 A Coruña",4119,"4.119"
"1","Mulleres",2017,"2017","27","27 Lugo",1041,"1.041"
"1","Mulleres",2017,"2017","32","32 Ourense",921,"921"
"1","Mulleres",2017,"2017","36","36 Pontevedra",3383,"3.383"
"1","Mulleres",2018,"2018","15","15 A Coruña",4184,"4.184"
"1","Mulleres",2018,"2018","27","27 Lugo",1058,"1.058"
"1","Mulleres",2018,"2018","32","32 Ourense",859,"859"
"1","Mulleres",2018,"2018","36","36 Pontevedra",3331,"3.331"
"1","Mulleres",2019,"2019","15","15 A Coruña",3879,"3.879"
"1","Mulleres",2019,"2019","27","27 Lugo",1059,"1.059"
"1","Mulleres",2019,"2019","32","32 Ourense",842,"842"
"1","Mulleres",2019,"2019","36","36 Pontevedra",3343,"3.343"
"1","Mulleres",2020,"2020","15","15 A Coruña",3515,"3.515"
"1","Mulleres",2020,"2020","27","27 Lugo",1022,"1.022"
"1","Mulleres",2020,"2020","32","32 Ourense",751,"751"
"1","Mulleres",2020,"2020","36","36 Pontevedra",2950,"2.950"
"1","Mulleres",2021,"2021","15","15 A Coruña",3227,"3.227"
"1","Mulleres",2021,"2021","27","27 Lugo",798,"798"
"1","Mulleres",2021,"2021","32","32 Ourense",725,"725"
"1","Mulleres",2021,"2021","36","36 Pontevedra",2858,"2.858"
"2","Homes",1998,"1998","15","15 A Coruña",3798,"3.798"
"2","Homes",1998,"1998","27","27 Lugo",1083,"1.083"
"2","Homes",1998,"1998","32","32 Ourense",1077,"1.077"
"2","Homes",1998,"1998","36","36 Pontevedra",3572,"3.572"
"2","Homes",1999,"1999","15","15 A Coruña",3556,"3.556"
"2","Homes",1999,"1999","27","27 Lugo",900,"900"
"2","Homes",1999,"1999","32","32 Ourense",958,"958"
"2","Homes",1999,"1999","36","36 Pontevedra",3456,"3.456"
"2","Homes",2000,"2000","15","15 A Coruña",3827,"3.827"
"2","Homes",2000,"2000","27","27 Lugo",1005,"1.005"
"2","Homes",2000,"2000","32","32 Ourense",970,"970"
"2","Homes",2000,"2000","36","36 Pontevedra",3495,"3.495"
"2","Homes",2001,"2001","15","15 A Coruña",3769,"3.769"
"2","Homes",2001,"2001","27","27 Lugo",995,"995"
"2","Homes",2001,"2001","32","32 Ourense",899,"899"
"2","Homes",2001,"2001","36","36 Pontevedra",3174,"3.174"
"2","Homes",2002,"2002","15","15 A Coruña",3560,"3.560"
"2","Homes",2002,"2002","27","27 Lugo",916,"916"
"2","Homes",2002,"2002","32","32 Ourense",955,"955"
"2","Homes",2002,"2002","36","36 Pontevedra",3423,"3.423"
"2","Homes",2003,"2003","15","15 A Coruña",4124,"4.124"
"2","Homes",2003,"2003","27","27 Lugo",1009,"1009"
"2","Homes",2003,"2003","32","32 Ourense",971,"971"
"2","Homes",2003,"2003","36","36 Pontevedra",3715,"3.715"
"2","Homes",2004,"2004","15","15 A Coruña",4133,"4.133"
"2","Homes",2004,"2004","27","27 Lugo",984,"984"
"2","Homes",2004,"2004","32","32 Ourense",927,"927"
"2","Homes",2004,"2004","36","36 Pontevedra",3930,"3.930"
"2","Homes",2005,"2005","15","15 A Coruña",4018,"4.018"
"2","Homes",2005,"2005","27","27 Lugo",1023,"1.023"
"2","Homes",2005,"2005","32","32 Ourense",950,"950"
"2","Homes",2005,"2005","36","36 Pontevedra",3972,"3.972"
"2","Homes",2006,"2006","15","15 A Coruña",4379,"4.379"
"2","Homes",2006,"2006","27","27 Lugo",1032,"1.032"
"2","Homes",2006,"2006","32","32 Ourense",1091,"1.091"
"2","Homes",2006,"2006","36","36 Pontevedra",4239,"4.239"
"2","Homes",2007,"2007","15","15 A Coruña",4548,"4.548"
"2","Homes",2007,"2007","27","27 Lugo",1066,"1.066"
"2","Homes",2007,"2007","32","32 Ourense",1018,"1.018"
"2","Homes",2007,"2007","36","36 Pontevedra",4307,"4.307"
"2","Homes",2008,"2008","15","15 A Coruña",4665,"4.665"
"2","Homes",2008,"2008","27","27 Lugo",1088,"1.088"
