"Idade","Sexo","CodTempo","Tempo","CodEspazo","Espazo","DatoN","DatoT"
"76","Homes",2003,"2003","27","27 Lugo",1936,"1.936"
"76","Homes",2003,"2003","32","32 Ourense",1731,"1.731"
"76","Homes",2003,"2003","36","36 Pontevedra",2685,"2.685"
"76","Homes",2004,"2004","15","15 A Coruña",4006,"4.006"
"76","Homes",2004,"2004","27","27 Lugo",1992,"1.992"
"76","Homes",2004,"2004","32","32 Ourense",1884,"1.884"
"76","Homes",2004,"2004","36","36 Pontevedra",2877,"2.877"
"76","Homes",2005,"2005","15","15 A Coruña",4276,"4.276"
"76","Homes",2005,"2005","27","27 Lugo",2111,"2.111"
"76","Homes",2005,"2005","32","32 Ourense",1924,"1.924"
"76","Homes",2005,"2005","36","36 Pontevedra",2976,"2.976"
"76","Homes",2006,"2006","15","15 A Coruña",4244,"4.244"
"76","Homes",2006,"2006","27","27 Lugo",1992,"1.992"
"76","Homes",2006,"2006","32","32 Ourense",1843,"1.843"
"76","Homes",2006,"2006","36","36 Pontevedra",3076,"3.076"
"76","Homes",2007,"2007","15","15 A Coruña",4584,"4.584"
"76","Homes",2007,"2007","27","27 Lugo",1990,"1.990"
"76","Homes",2007,"2007","32","32 Ourense",1974,"1.974"
"76","Homes",2007,"2007","36","36 Pontevedra",3326,"3.326"
"76","Homes",2008,"2008","15","15 A Coruña",4637,"4.637"
"76","Homes",2008,"2008","27","27 Lugo",2021,"2.021"
"76","Homes",2008,"2008","32","32 Ourense",1880,"1.880"
"76","Homes",2008,"2008","36","36 Pontevedra",3317,"3.317"
"76","Homes",2009,"2009","15","15 A Coruña",5036,"5.036"
"76","Homes",2009,"2009","27","27 Lugo",2167,"2.167"
"76","Homes",2009,"2009","32","32 Ourense",2214,"2.214"
"76","Homes",2009,"2009","36","36 Pontevedra",3654,"3.654"
"76","Homes",2010,"2010","15","15 A Coruña",5018,"5.018"
"76","Homes",2010,"2010","27","27 Lugo",2077,"2.077"
"76","Homes",2010,"2010","32","32 Ourense",2021,"2.021"
"76","Homes",2010,"2010","36","36 Pontevedra",3503,"3.503"
"76","Homes",2011,"2011","15","15 A Coruña",4966,"4.966"
"76","Homes",2011,"2011","27","27 Lugo",2048,"2.048"
"76","Homes",2011,"2011","32","32 Ourense",2023,"2.023"
"76","Homes",2011,"2011","36","36 Pontevedra",3644,"3.644"
"76","Homes",2012,"2012","15","15 A Coruña",5136,"5.136"
"76","Homes",2012,"2012","27","27 Lugo",1997,"1.997"
"76","Homes",2012,"2012","32","32 Ourense",2031,"2.031"
"76","Homes",2012,"2012","36","36 Pontevedra",3702,"3.702"
"76","Homes",2013,"2013","15","15 A Coruña",5146,"5.146"
"76","Homes",2013,"2013","27","27 Lugo",2086,"2.086"
"76","Homes",2013,"2013","32","32 Ourense",2049,"2.049"
"76","Homes",2013,"2013","36","36 Pontevedra",3663,"3.663"
"76","Homes",2014,"2014","15","15 A Coruña",4343,"4.343"
"76","Homes",2014,"2014","27","27 Lugo",1688,"1.688"
"76","Homes",2014,"2014","32","32 Ourense",1603,"1.603"
"76","Homes",2014,"2014","36","36 Pontevedra",3248,"3.248"
"76","Homes",2015,"2015","15","15 A Coruña",3729,"3.729"
"76","Homes",2015,"2015","27","27 Lugo",1419,"1.419"
"76","Homes",2015,"2015","32","32 Ourense",1340,"1.340"
"76","Homes",2015,"2015","36","36 Pontevedra",2638,"2.638"
"76","Homes",2016,"2016","15","15 A Coruña",3476,"3.476"
"76","Homes",2016,"2016","27","27 Lugo",1271,"1.271"
"76","Homes",2016,"2016","32","32 Ourense",1325,"1.325"
"76","Homes",2016,"2016","36","36 Pontevedra",2549,"2.549"
"76","Homes",2017,"2017","15","15 A Coruña",4642,"4.642"
"76","Homes",2017,"2017","27","27 Lugo",1642,"1.642"
"76","Homes",2017,"2017","32","32 Ourense",1735,"1.735"
"76","Homes",2017,"2017","36","36 Pontevedra",3610,"3.610"
"76","Homes",2018,"2018","15","15 A Coruña",4409,"4.409"
"76","Homes",2018,"2018","27","27 Lugo",1559,"1.559"
"76","Homes",2018,"2018","32","32 Ourense",1585,"1.585"
"76","Homes",2018,"2018","36","36 Pontevedra",3289,"3.289"
"76","Homes",2019,"2019","15","15 A Coruña",4594,"4.594"
"76","Homes",2019,"2019","27","27 Lugo",1548,"1.548"
"76","Homes",2019,"2019","32","32 Ourense",1610,"1.610"
"76","Homes",2019,"2019","36","36 Pontevedra",3319,"3.319"
"76","Homes",2020,"2020","15","15 A Coruña",5346,"5.346"
"76","Homes",2020,"2020","27","27 Lugo",1743,"1.743"
"76","Homes",2020,"2020","32","32 Ourense",1785,"1.785"
"76","Homes",2020,"2020","36","36 Pontevedra",3872,"3.872"
"76","Homes",2021,"2021","15","15 A Coruña",5119,"5.119"
"76","Homes",2021,"2021","27","27 Lugo",1710,"1.710"
"76","Homes",2021,"2021","32","32 Ourense",1761,"1.761"
"76","Homes",2021,"2021","36","36 Pontevedra",4180,"4.180"
"76","Mulleres",1998,"1998","15","15 A Coruña",4774,"4.774"
"76","Mulleres",1998,"1998","27","27 Lugo",2184,"2.184"
"76","Mulleres",1998,"1998","32","32 Ourense",2082,"2.082"
"76","Mulleres",1998,"1998","36","36 Pontevedra",3543,"3.543"
"76","Mulleres",1999,"1999","15","15 A Coruña",5418,"5.418"
"76","Mulleres",1999,"1999","27","27 Lugo",2473,"2.473"
"76","Mulleres",1999,"1999","32","32 Ourense",2556,"2.556"
"76","Mulleres",1999,"1999","36","36 Pontevedra",3827,"3.827"
"76","Mulleres",2000,"2000","15","15 A Coruña",5217,"5.217"
"76","Mulleres",2000,"2000","27","27 Lugo",2500,"2.500"
"76","Mulleres",2000,"2000","32","32 Ourense",2352,"2.352"
"76","Mulleres",2000,"2000","36","36 Pontevedra",3922,"3.922"
"76","Mulleres",2001,"2001","15","15 A Coruña",5237,"5.237"
"76","Mulleres",2001,"2001","27","27 Lugo",2450,"2.450"
"76","Mulleres",2001,"2001","32","32 Ourense",2323,"2.323"
"76","Mulleres",2001,"2001","36","36 Pontevedra",3978,"3.978"
"76","Mulleres",2002,"2002","15","15 A Coruña",5161,"5.161"
"76","Mulleres",2002,"2002","27","27 Lugo",2509,"2.509"
"76","Mulleres",2002,"2002","32","32 Ourense",2262,"2.262"
"76","Mulleres",2002,"2002","36","36 Pontevedra",4085,"4.085"
"76","Mulleres",2003,"2003","15","15 A Coruña",5455,"5.455"
"76","Mulleres",2003,"2003","27","27 Lugo",2455,"2.455"
"76","Mulleres",2003,"2003","32","32 Ourense",2251,"2.251"
"76","Mulleres",2003,"2003","36","36 Pontevedra",3974,"3.974"
"76","Mulleres",2004,"2004","15","15 A Coruña",5596,"5.596"
"76","Mulleres",2004,"2004","27","27 Lugo",2453,"2.453"
"76","Mulleres",2004,"2004","32","32 Ourense",2356,"2.356"
"76","Mulleres",2004,"2004","36","36 Pontevedra",4042,"4.042"
"76","Mulleres",2005,"2005","15","15 A Coruña",6006,"6.006"
"76","Mulleres",2005,"2005","27","27 Lugo",2607,"2.607"
"76","Mulleres",2005,"2005","32","32 Ourense",2419,"2.419"
"76","Mulleres",2005,"2005","36","36 Pontevedra",4425,"4.425"
"76","Mulleres",2006,"2006","15","15 A Coruña",6120,"6.120"
"76","Mulleres",2006,"2006","27","27 Lugo",2431,"2.431"
"76","Mulleres",2006,"2006","32","32 Ourense",2400,"2.400"
"76","Mulleres",2006,"2006","36","36 Pontevedra",4358,"4.358"
"76","Mulleres",2007,"2007","15","15 A Coruña",6299,"6.299"
"76","Mulleres",2007,"2007","27","27 Lugo",2665,"2.665"
"76","Mulleres",2007,"2007","32","32 Ourense",2434,"2.434"
"76","Mulleres",2007,"2007","36","36 Pontevedra",4725,"4.725"
"76","Mulleres",2008,"2008","15","15 A Coruña",6237,"6.237"
"76","Mulleres",2008,"2008","27","27 Lugo",2534,"2.534"
"76","Mulleres",2008,"2008","32","32 Ourense",2391,"2.391"
"76","Mulleres",2008,"2008","36","36 Pontevedra",4684,"4.684"
"76","Mulleres",2009,"2009","15","15 A Coruña",6848,"6.848"
"76","Mulleres",2009,"2009","27","27 Lugo",2690,"2.690"
"76","Mulleres",2009,"2009","32","32 Ourense",2682,"2.682"
"76","Mulleres",2009,"2009","36","36 Pontevedra",5091,"5.091"
"76","Mulleres",2010,"2010","15","15 A Coruña",6839,"6.839"
"76","Mulleres",2010,"2010","27","27 Lugo",2640,"2.640"
"76","Mulleres",2010,"2010","32","32 Ourense",2653,"2.653"
"76","Mulleres",2010,"2010","36","36 Pontevedra",5067,"5.067"
"76","Mulleres",2011,"2011","15","15 A Coruña",6968,"6.968"
"76","Mulleres",2011,"2011","27","27 Lugo",2627,"2.627"
"76","Mulleres",2011,"2011","32","32 Ourense",2621,"2.621"
"76","Mulleres",2011,"2011","36","36 Pontevedra",5110,"5.110"
"76","Mulleres",2012,"2012","15","15 A Coruña",6747,"6.747"
"76","Mulleres",2012,"2012","27","27 Lugo",2563,"2.563"
"76","Mulleres",2012,"2012","32","32 Ourense",2467,"2.467"
"76","Mulleres",2012,"2012","36","36 Pontevedra",4948,"4.948"
"76","Mulleres",2013,"2013","15","15 A Coruña",6821,"6.821"
"76","Mulleres",2013,"2013","27","27 Lugo",2535,"2.535"
"76","Mulleres",2013,"2013","32","32 Ourense",2493,"2.493"
"76","Mulleres",2013,"2013","36","36 Pontevedra",4975,"4.975"
"76","Mulleres",2014,"2014","15","15 A Coruña",5724,"5.724"
"76","Mulleres",2014,"2014","27","27 Lugo",2163,"2.163"
"76","Mulleres",2014,"2014","32","32 Ourense",2059,"2.059"
"76","Mulleres",2014,"2014","36","36 Pontevedra",4307,"4.307"
"76","Mulleres",2015,"2015","15","15 A Coruña",4776,"4.776"
"76","Mulleres",2015,"2015","27","27 Lugo",1752,"1.752"
"76","Mulleres",2015,"2015","32","32 Ourense",1631,"1.631"
"76","Mulleres",2015,"2015","36","36 Pontevedra",3721,"3.721"
"76","Mulleres",2016,"2016","15","15 A Coruña",4502,"4.502"
"76","Mulleres",2016,"2016","27","27 Lugo",1584,"1.584"
"76","Mulleres",2016,"2016","32","32 Ourense",1648,"1.648"
"76","Mulleres",2016,"2016","36","36 Pontevedra",3452,"3.452"
"76","Mulleres",2017,"2017","15","15 A Coruña",5952,"5.952"
"76","Mulleres",2017,"2017","27","27 Lugo",2180,"2.180"
"76","Mulleres",2017,"2017","32","32 Ourense",2126,"2.126"
"76","Mulleres",2017,"2017","36","36 Pontevedra",4586,"4.586"
"76","Mulleres",2018,"2018","15","15 A Coruña",5454,"5.454"
"76","Mulleres",2018,"2018","27","27 Lugo",1919,"1.919"
"76","Mulleres",2018,"2018","32","32 Ourense",1958,"1.958"
"76","Mulleres",2018,"2018","36","36 Pontevedra",4151,"4.151"
"76","Mulleres",2019,"2019","15","15 A Coruña",5857,"5.857"
"76","Mulleres",2019,"2019","27","27 Lugo",2005,"2.005"
"76","Mulleres",2019,"2019","32","32 Ourense",2009,"2.009"
"76","Mulleres",2019,"2019","36","36 Pontevedra",4235,"4.235"
"76","Mulleres",2020,"2020","15","15 A Coruña",6665,"6.665"
"76","Mulleres",2020,"2020","27","27 Lugo",2038,"2.038"
"76","Mulleres",2020,"2020","32","32 Ourense",2233,"2.233"
"76","Mulleres",2020,"2020","36","36 Pontevedra",4906,"4.906"
"76","Mulleres",2021,"2021","15","15 A Coruña",6591,"6.591"
"76","Mulleres",2021,"2021","27","27 Lugo",1952,"1.952"
"76","Mulleres",2021,"2021","32","32 Ourense",2146,"2.146"
"76","Mulleres",2021,"2021","36","36 Pontevedra",5200,"5.200"
"77","Homes",1998,"1998","15","15 A Coruña",3129,"3.129"
"77","Homes",1998,"1998","27","27 Lugo",1694,"1.694"
"77","Homes",1998,"1998","32","32 Ourense",1571,"1.571"
"77","Homes",1998,"1998","36","36 Pontevedra",2060,"2.060"
"77","Homes",1999,"1999","15","15 A Coruña",3012,"3.012"
"77","Homes",1999,"1999","27","27 Lugo",1656,"1.656"
"77","Homes",1999,"1999","32","32 Ourense",1538,"1.538"
"77","Homes",1999,"1999","36","36 Pontevedra",2143,"2.143"
"77","Homes",2000,"2000","15","15 A Coruña",3407,"3.407"
"77","Homes",2000,"2000","27","27 Lugo",1851,"1.851"
"77","Homes",2000,"2000","32","32 Ourense",1778,"1.778"
"77","Homes",2000,"2000","36","36 Pontevedra",2248,"2.248"
"77","Homes",2001,"2001","15","15 A Coruña",3294,"3.294"
"77","Homes",2001,"2001","27","27 Lugo",1921,"1.921"
"77","Homes",2001,"2001","32","32 Ourense",1733,"1.733"
"77","Homes",2001,"2001","36","36 Pontevedra",2399,"2.399"
"77","Homes",2002,"2002","15","15 A Coruña",3311,"3.311"
"77","Homes",2002,"2002","27","27 Lugo",1772,"1.772"
"77","Homes",2002,"2002","32","32 Ourense",1683,"1.683"
"77","Homes",2002,"2002","36","36 Pontevedra",2366,"2.366"
"77","Homes",2003,"2003","15","15 A Coruña",3423,"3.423"
"77","Homes",2003,"2003","27","27 Lugo",1861,"1.861"
"77","Homes",2003,"2003","32","32 Ourense",1642,"1.642"
"77","Homes",2003,"2003","36","36 Pontevedra",2438,"2.438"
"77","Homes",2004,"2004","15","15 A Coruña",3628,"3.628"
"77","Homes",2004,"2004","27","27 Lugo",1861,"1.861"
"77","Homes",2004,"2004","32","32 Ourense",1671,"1.671"
"77","Homes",2004,"2004","36","36 Pontevedra",2567,"2.567"
"77","Homes",2005,"2005","15","15 A Coruña",3848,"3.848"
"77","Homes",2005,"2005","27","27 Lugo",1918,"1.918"
"77","Homes",2005,"2005","32","32 Ourense",1816,"1.816"
"77","Homes",2005,"2005","36","36 Pontevedra",2745,"2.745"
"77","Homes",2006,"2006","15","15 A Coruña",4126,"4.126"
"77","Homes",2006,"2006","27","27 Lugo",2040,"2.040"
"77","Homes",2006,"2006","32","32 Ourense",1853,"1.853"
"77","Homes",2006,"2006","36","36 Pontevedra",2852,"2.852"
"77","Homes",2007,"2007","15","15 A Coruña",4062,"4.062"
"77","Homes",2007,"2007","27","27 Lugo",1898,"1.898"
"77","Homes",2007,"2007","32","32 Ourense",1777,"1.777"
"77","Homes",2007,"2007","36","36 Pontevedra",2949,"2.949"
"77","Homes",2008,"2008","15","15 A Coruña",4378,"4.378"
"77","Homes",2008,"2008","27","27 Lugo",1933,"1.933"
"77","Homes",2008,"2008","32","32 Ourense",1916,"1.916"
"77","Homes",2008,"2008","36","36 Pontevedra",3182,"3.182"
"77","Homes",2009,"2009","15","15 A Coruña",4467,"4.467"
"77","Homes",2009,"2009","27","27 Lugo",1951,"1.951"
"77","Homes",2009,"2009","32","32 Ourense",1810,"1.810"
"77","Homes",2009,"2009","36","36 Pontevedra",3186,"3.186"
"77","Homes",2010,"2010","15","15 A Coruña",4818,"4.818"
"77","Homes",2010,"2010","27","27 Lugo",2078,"2.078"
"77","Homes",2010,"2010","32","32 Ourense",2133,"2.133"
"77","Homes",2010,"2010","36","36 Pontevedra",3508,"3.508"
"77","Homes",2011,"2011","15","15 A Coruña",4842,"4.842"
"77","Homes",2011,"2011","27","27 Lugo",1992,"1.992"
"77","Homes",2011,"2011","32","32 Ourense",1946,"1.946"
"77","Homes",2011,"2011","36","36 Pontevedra",3368,"3.368"
"77","Homes",2012,"2012","15","15 A Coruña",4760,"4.760"
"77","Homes",2012,"2012","27","27 Lugo",1982,"1.982"
"77","Homes",2012,"2012","32","32 Ourense",1946,"1.946"
"77","Homes",2012,"2012","36","36 Pontevedra",3466,"3.466"
"77","Homes",2013,"2013","15","15 A Coruña",4949,"4.949"
"77","Homes",2013,"2013","27","27 Lugo",1929,"1.929"
"77","Homes",2013,"2013","32","32 Ourense",1961,"1.961"
"77","Homes",2013,"2013","36","36 Pontevedra",3534,"3.534"
"77","Homes",2014,"2014","15","15 A Coruña",4950,"4.950"
"77","Homes",2014,"2014","27","27 Lugo",2019,"2.019"
"77","Homes",2014,"2014","32","32 Ourense",1988,"1.988"
"77","Homes",2014,"2014","36","36 Pontevedra",3536,"3.536"
"77","Homes",2015,"2015","15","15 A Coruña",4197,"4.197"
"77","Homes",2015,"2015","27","27 Lugo",1641,"1.641"
"77","Homes",2015,"2015","32","32 Ourense",1528,"1.528"
"77","Homes",2015,"2015","36","36 Pontevedra",3123,"3.123"
"77","Homes",2016,"2016","15","15 A Coruña",3604,"3.604"
"77","Homes",2016,"2016","27","27 Lugo",1375,"1.375"
"77","Homes",2016,"2016","32","32 Ourense",1288,"1.288"
"77","Homes",2016,"2016","36","36 Pontevedra",2556,"2.556"
"77","Homes",2017,"2017","15","15 A Coruña",3342,"3.342"
"77","Homes",2017,"2017","27","27 Lugo",1227,"1.227"
"77","Homes",2017,"2017","32","32 Ourense",1296,"1.296"
"77","Homes",2017,"2017","36","36 Pontevedra",2480,"2.480"
"77","Homes",2018,"2018","15","15 A Coruña",4496,"4.496"
"77","Homes",2018,"2018","27","27 Lugo",1600,"1.600"
"77","Homes",2018,"2018","32","32 Ourense",1692,"1.692"
"77","Homes",2018,"2018","36","36 Pontevedra",3513,"3.513"
"77","Homes",2019,"2019","15","15 A Coruña",4280,"4.280"
"77","Homes",2019,"2019","27","27 Lugo",1512,"1.512"
"77","Homes",2019,"2019","32","32 Ourense",1539,"1.539"
"77","Homes",2019,"2019","36","36 Pontevedra",3205,"3.205"
"77","Homes",2020,"2020","15","15 A Coruña",4459,"4.459"
"77","Homes",2020,"2020","27","27 Lugo",1506,"1.506"
"77","Homes",2020,"2020","32","32 Ourense",1583,"1.583"
"77","Homes",2020,"2020","36","36 Pontevedra",3222,"3.222"
"77","Homes",2021,"2021","15","15 A Coruña",5190,"5.190"
"77","Homes",2021,"2021","27","27 Lugo",1706,"1.706"
"77","Homes",2021,"2021","32","32 Ourense",1717,"1.717"
"77","Homes",2021,"2021","36","36 Pontevedra",3763,"3.763"
"77","Mulleres",1998,"1998","15","15 A Coruña",5075,"5.075"
"77","Mulleres",1998,"1998","27","27 Lugo",2302,"2.302"
"77","Mulleres",1998,"1998","32","32 Ourense",2172,"2.172"
"77","Mulleres",1998,"1998","36","36 Pontevedra",3582,"3.582"
"77","Mulleres",1999,"1999","15","15 A Coruña",4685,"4.685"
"77","Mulleres",1999,"1999","27","27 Lugo",2148,"2.148"
"77","Mulleres",1999,"1999","32","32 Ourense",2049,"2.049"
"77","Mulleres",1999,"1999","36","36 Pontevedra",3475,"3.475"
"77","Mulleres",2000,"2000","15","15 A Coruña",5258,"5.258"
"77","Mulleres",2000,"2000","27","27 Lugo",2409,"2.409"
"77","Mulleres",2000,"2000","32","32 Ourense",2479,"2.479"
"77","Mulleres",2000,"2000","36","36 Pontevedra",3712,"3.712"
"77","Mulleres",2001,"2001","15","15 A Coruña",5099,"5.099"
"77","Mulleres",2001,"2001","27","27 Lugo",2435,"2.435"
"77","Mulleres",2001,"2001","32","32 Ourense",2311,"2.311"
"77","Mulleres",2001,"2001","36","36 Pontevedra",3849,"3.849"
"77","Mulleres",2002,"2002","15","15 A Coruña",5110,"5.110"
"77","Mulleres",2002,"2002","27","27 Lugo",2382,"2.382"
"77","Mulleres",2002,"2002","32","32 Ourense",2258,"2.258"
"77","Mulleres",2002,"2002","36","36 Pontevedra",3867,"3.867"
"77","Mulleres",2003,"2003","15","15 A Coruña",5055,"5.055"
"77","Mulleres",2003,"2003","27","27 Lugo",2452,"2.452"
"77","Mulleres",2003,"2003","32","32 Ourense",2215,"2.215"
"77","Mulleres",2003,"2003","36","36 Pontevedra",4004,"4.004"
"77","Mulleres",2004,"2004","15","15 A Coruña",5323,"5.323"
"77","Mulleres",2004,"2004","27","27 Lugo",2406,"2.406"
"77","Mulleres",2004,"2004","32","32 Ourense",2205,"2.205"
"77","Mulleres",2004,"2004","36","36 Pontevedra",3868,"3.868"
"77","Mulleres",2005,"2005","15","15 A Coruña",5454,"5.454"
"77","Mulleres",2005,"2005","27","27 Lugo",2426,"2.426"
"77","Mulleres",2005,"2005","32","32 Ourense",2331,"2.331"
"77","Mulleres",2005,"2005","36","36 Pontevedra",3963,"3.963"
"77","Mulleres",2006,"2006","15","15 A Coruña",5899,"5.899"
"77","Mulleres",2006,"2006","27","27 Lugo",2545,"2.545"
"77","Mulleres",2006,"2006","32","32 Ourense",2370,"2.370"
"77","Mulleres",2006,"2006","36","36 Pontevedra",4346,"4.346"
"77","Mulleres",2007,"2007","15","15 A Coruña",6007,"6.007"
"77","Mulleres",2007,"2007","27","27 Lugo",2371,"2.371"
"77","Mulleres",2007,"2007","32","32 Ourense",2361,"2.361"
"77","Mulleres",2007,"2007","36","36 Pontevedra",4269,"4.269"
"77","Mulleres",2008,"2008","15","15 A Coruña",6164,"6.164"
"77","Mulleres",2008,"2008","27","27 Lugo",2609,"2.609"
"77","Mulleres",2008,"2008","32","32 Ourense",2390,"2.390"
"77","Mulleres",2008,"2008","36","36 Pontevedra",4622,"4.622"
"77","Mulleres",2009,"2009","15","15 A Coruña",6117,"6.117"
"77","Mulleres",2009,"2009","27","27 Lugo",2499,"2.499"
"77","Mulleres",2009,"2009","32","32 Ourense",2334,"2.334"
"77","Mulleres",2009,"2009","36","36 Pontevedra",4597,"4.597"
"77","Mulleres",2010,"2010","15","15 A Coruña",6697,"6.697"
"77","Mulleres",2010,"2010","27","27 Lugo",2645,"2.645"
"77","Mulleres",2010,"2010","32","32 Ourense",2626,"2.626"
"77","Mulleres",2010,"2010","36","36 Pontevedra",4989,"4.989"
"77","Mulleres",2011,"2011","15","15 A Coruña",6717,"6.717"
"77","Mulleres",2011,"2011","27","27 Lugo",2603,"2.603"
"77","Mulleres",2011,"2011","32","32 Ourense",2589,"2.589"
"77","Mulleres",2011,"2011","36","36 Pontevedra",4976,"4.976"
"77","Mulleres",2012,"2012","15","15 A Coruña",6854,"6.854"
"77","Mulleres",2012,"2012","27","27 Lugo",2588,"2.588"
"77","Mulleres",2012,"2012","32","32 Ourense",2566,"2.566"
"77","Mulleres",2012,"2012","36","36 Pontevedra",4988,"4.988"
"77","Mulleres",2013,"2013","15","15 A Coruña",6645,"6.645"
"77","Mulleres",2013,"2013","27","27 Lugo",2515,"2.515"
"77","Mulleres",2013,"2013","32","32 Ourense",2441,"2.441"
"77","Mulleres",2013,"2013","36","36 Pontevedra",4816,"4.816"
"77","Mulleres",2014,"2014","15","15 A Coruña",6687,"6.687"
"77","Mulleres",2014,"2014","27","27 Lugo",2476,"2.476"
"77","Mulleres",2014,"2014","32","32 Ourense",2454,"2.454"
"77","Mulleres",2014,"2014","36","36 Pontevedra",4892,"4.892"
"77","Mulleres",2015,"2015","15","15 A Coruña",5637,"5.637"
"77","Mulleres",2015,"2015","27","27 Lugo",2128,"2.128"
"77","Mulleres",2015,"2015","32","32 Ourense",2035,"2.035"
"77","Mulleres",2015,"2015","36","36 Pontevedra",4240,"4.240"
"77","Mulleres",2016,"2016","15","15 A Coruña",4694,"4.694"
"77","Mulleres",2016,"2016","27","27 Lugo",1721,"1.721"
"77","Mulleres",2016,"2016","32","32 Ourense",1632,"1.632"
"77","Mulleres",2016,"2016","36","36 Pontevedra",3657,"3.657"
"77","Mulleres",2017,"2017","15","15 A Coruña",4434,"4.434"
"77","Mulleres",2017,"2017","27","27 Lugo",1564,"1.564"
"77","Mulleres",2017,"2017","32","32 Ourense",1611,"1.611"
"77","Mulleres",2017,"2017","36","36 Pontevedra",3410,"3.410"
"77","Mulleres",2018,"2018","15","15 A Coruña",5863,"5.863"
"77","Mulleres",2018,"2018","27","27 Lugo",2162,"2.162"
"77","Mulleres",2018,"2018","32","32 Ourense",2100,"2.100"
"77","Mulleres",2018,"2018","36","36 Pontevedra",4494,"4.494"
"77","Mulleres",2019,"2019","15","15 A Coruña",5363,"5.363"
"77","Mulleres",2019,"2019","27","27 Lugo",1903,"1.903"
"77","Mulleres",2019,"2019","32","32 Ourense",1944,"1.944"
"77","Mulleres",2019,"2019","36","36 Pontevedra",4096,"4.096"
"77","Mulleres",2020,"2020","15","15 A Coruña",5758,"5.758"
"77","Mulleres",2020,"2020","27","27 Lugo",1981,"1.981"
"77","Mulleres",2020,"2020","32","32 Ourense",1976,"1.976"
"77","Mulleres",2020,"2020","36","36 Pontevedra",4176,"4.176"
"77","Mulleres",2021,"2021","15","15 A Coruña",6566,"6.566"
"77","Mulleres",2021,"2021","27","27 Lugo",2002,"2.002"
"77","Mulleres",2021,"2021","32","32 Ourense",2218,"2.218"
"77","Mulleres",2021,"2021","36","36 Pontevedra",4827,"4.827"
"78","Homes",1998,"1998","15","15 A Coruña",2460,"2.460"
"78","Homes",1998,"1998","27","27 Lugo",1332,"1.332"
"78","Homes",1998,"1998","32","32 Ourense",1269,"1.269"
"78","Homes",1998,"1998","36","36 Pontevedra",1740,"1.740"
"78","Homes",1999,"1999","15","15 A Coruña",2995,"2.995"
"78","Homes",1999,"1999","27","27 Lugo",1622,"1.622"
"78","Homes",1999,"1999","32","32 Ourense",1535,"1.535"
"78","Homes",1999,"1999","36","36 Pontevedra",1963,"1.963"
"78","Homes",2000,"2000","15","15 A Coruña",2822,"2.822"
"78","Homes",2000,"2000","27","27 Lugo",1587,"1.587"
"78","Homes",2000,"2000","32","32 Ourense",1450,"1.450"
"78","Homes",2000,"2000","36","36 Pontevedra",2028,"2.028"
"78","Homes",2001,"2001","15","15 A Coruña",3264,"3.264"
"78","Homes",2001,"2001","27","27 Lugo",1765,"1.765"
"78","Homes",2001,"2001","32","32 Ourense",1692,"1.692"
"78","Homes",2001,"2001","36","36 Pontevedra",2141,"2.141"
"78","Homes",2002,"2002","15","15 A Coruña",3124,"3.124"
"78","Homes",2002,"2002","27","27 Lugo",1822,"1.822"
"78","Homes",2002,"2002","32","32 Ourense",1666,"1.666"
"78","Homes",2002,"2002","36","36 Pontevedra",2278,"2.278"
"78","Homes",2003,"2003","15","15 A Coruña",3143,"3.143"
"78","Homes",2003,"2003","27","27 Lugo",1692,"1.692"
"78","Homes",2003,"2003","32","32 Ourense",1591,"1.591"
"78","Homes",2003,"2003","36","36 Pontevedra",2252,"2.252"
"78","Homes",2004,"2004","15","15 A Coruña",3243,"3.243"
"78","Homes",2004,"2004","27","27 Lugo",1769,"1.769"
"78","Homes",2004,"2004","32","32 Ourense",1567,"1.567"
"78","Homes",2004,"2004","36","36 Pontevedra",2304,"2.304"
"78","Homes",2005,"2005","15","15 A Coruña",3452,"3.452"
"78","Homes",2005,"2005","27","27 Lugo",1779,"1.779"
"78","Homes",2005,"2005","32","32 Ourense",1595,"1.595"
"78","Homes",2005,"2005","36","36 Pontevedra",2450,"2.450"
"78","Homes",2006,"2006","15","15 A Coruña",3675,"3.675"
"78","Homes",2006,"2006","27","27 Lugo",1850,"1.850"
"78","Homes",2006,"2006","32","32 Ourense",1765,"1.765"
"78","Homes",2006,"2006","36","36 Pontevedra",2591,"2.591"
"78","Homes",2007,"2007","15","15 A Coruña",3924,"3.924"
"78","Homes",2007,"2007","27","27 Lugo",1949,"1.949"
"78","Homes",2007,"2007","32","32 Ourense",1775,"1.775"
"78","Homes",2007,"2007","36","36 Pontevedra",2704,"2.704"
"78","Homes",2008,"2008","15","15 A Coruña",3908,"3.908"
"78","Homes",2008,"2008","27","27 Lugo",1817,"1.817"
"78","Homes",2008,"2008","32","32 Ourense",1688,"1.688"
"78","Homes",2008,"2008","36","36 Pontevedra",2830,"2.830"
"78","Homes",2009,"2009","15","15 A Coruña",4175,"4.175"
"78","Homes",2009,"2009","27","27 Lugo",1851,"1.851"
"78","Homes",2009,"2009","32","32 Ourense",1839,"1.839"
"78","Homes",2009,"2009","36","36 Pontevedra",3037,"3.037"
"78","Homes",2010,"2010","15","15 A Coruña",4256,"4.256"
"78","Homes",2010,"2010","27","27 Lugo",1873,"1.873"
"78","Homes",2010,"2010","32","32 Ourense",1730,"1.730"
